,Cif,Name,Site,CN,OS,Period,Group,SDofBV,Angles
11210,424349.cif,Fe2+:1.000 Fe3+:1.000 Na1+:1.000 O2-:3.000,Fe1,6.0,2.0,4,8,0.057,"[173.12, 173.12, 173.12, 97.718, 97.718, 97.718, 88.258, 88.258, 88.258, 86.795, 86.795, 86.79, 86.79, 86.79, 86.79]"
11211,424349.cif,Fe2+:1.000 Fe3+:1.000 Na1+:1.000 O2-:3.000,Na1,6.0,1.0,3,1,0.0,"[180.0, 180.0, 180.0, 99.91, 99.91, 99.91, 99.91, 99.91, 99.91, 80.09, 80.09, 80.09, 80.09, 80.09, 80.09]"
11212,424350.cif,Fe2+:0.800 Fe3+:1.200 Na1+:0.782 O2-:3.000,Fe1,6.0,2.0,4,8,0.022,"[177.312, 177.312, 177.312, 94.456, 94.456, 94.456, 94.456, 94.456, 94.456, 87.49, 87.49, 87.49, 83.541, 83.541, 83.541]"
11213,424350.cif,Fe2+:0.800 Fe3+:1.200 Na1+:0.782 O2-:3.000,Na1,6.0,1.0,3,1,0.0,"[180.0, 180.0, 180.0, 94.445, 94.445, 94.445, 94.445, 94.445, 94.445, 85.555, 85.555, 85.555, 85.555, 85.555, 85.555]"
11214,424355.cif,Mo6+:44.000 Na1+:24.000 O2-:144.000,Mo1,6.0,6.0,5,6,0.513,"[179.19, 156.477, 143.882, 103.126, 102.809, 101.923, 100.37, 99.916, 99.619, 80.956, 80.381, 79.91, 76.113, 74.181, 72.608]"
11215,424355.cif,Mo6+:44.000 Na1+:24.000 O2-:144.000,Mo3,6.0,6.0,5,6,0.518,"[167.85, 161.227, 143.092, 106.595, 103.951, 103.126, 102.744, 93.469, 90.647, 87.145, 82.022, 79.514, 77.191, 75.659, 69.256]"
11216,424355.cif,Mo6+:44.000 Na1+:24.000 O2-:144.000,Mo4,6.0,6.0,5,6,0.525,"[167.877, 167.877, 149.171, 103.639, 99.799, 99.799, 99.114, 99.114, 86.847, 86.847, 84.267, 84.261, 83.448, 72.734, 72.734]"
11217,424355.cif,Mo6+:44.000 Na1+:24.000 O2-:144.000,Mo6,6.0,6.0,5,6,0.578,"[167.688, 159.164, 144.548, 104.892, 104.011, 103.71, 100.393, 93.652, 90.189, 88.16, 86.853, 77.59, 76.644, 73.34, 68.475]"
11218,424355.cif,Mo6+:44.000 Na1+:24.000 O2-:144.000,Na1,6.0,1.0,3,1,0.025,"[174.747, 174.154, 172.703, 101.683, 98.517, 97.446, 96.35, 95.687, 89.513, 87.077, 85.325, 84.134, 83.437, 81.564, 78.557]"
11219,424355.cif,Mo6+:44.000 Na1+:24.000 O2-:144.000,Na2,6.0,1.0,3,1,0.027,"[174.443, 174.384, 172.393, 99.108, 98.818, 93.382, 93.336, 92.373, 92.218, 92.103, 92.097, 84.215, 82.004, 81.923, 78.252]"
11220,424355.cif,Mo6+:44.000 Na1+:24.000 O2-:144.000,Na3,6.0,1.0,3,1,0.038,"[167.877, 158.141, 158.125, 106.936, 106.738, 106.732, 96.298, 94.169, 94.169, 82.317, 82.317, 80.66, 80.66, 77.672, 77.672]"
11221,424355.cif,Mo6+:44.000 Na1+:24.000 O2-:144.000,Na4,6.0,1.0,3,1,0.016,"[180.0, 180.0, 180.0, 97.597, 97.597, 93.934, 93.934, 93.704, 93.704, 86.296, 86.296, 86.066, 86.066, 82.403, 82.403]"
11222,424374.cif,Ag1+:49.600 As5+:16.000 Mo6+:72.000 Na1+:6.400 O2-:284.000,Ag6,6.0,1.0,5,1,0.052,"[166.096, 153.419, 147.278, 128.127, 124.381, 119.157, 113.385, 90.063, 89.708, 86.371, 81.993, 70.47, 68.5, 65.077, 63.557]"
11223,424374.cif,Ag1+:49.600 As5+:16.000 Mo6+:72.000 Na1+:6.400 O2-:284.000,Mo1,6.0,6.0,5,6,0.503,"[168.813, 161.532, 152.723, 105.1, 102.234, 97.973, 96.448, 96.154, 91.031, 85.946, 84.531, 82.288, 79.426, 78.369, 72.025]"
11224,424374.cif,Ag1+:49.600 As5+:16.000 Mo6+:72.000 Na1+:6.400 O2-:284.000,Mo2,6.0,6.0,5,6,0.521,"[167.475, 164.644, 145.235, 104.194, 103.068, 101.11, 99.242, 98.882, 90.212, 86.405, 81.518, 81.402, 79.98, 72.109, 71.844]"
11225,424379.cif,Ce3+:1.500 F1-:6.000 Na1+:1.500,Na1,6.0,1.0,3,1,0.021,"[164.07, 164.07, 164.07, 113.254, 113.247, 113.247, 95.52, 95.52, 95.52, 74.823, 74.823, 74.823, 73.292, 73.292, 73.292]"
11226,424385.cif,F1-:6.000 La3+:1.500 Na1+:1.500,Na1,6.0,1.0,3,1,0.028,"[161.334, 161.334, 161.334, 114.312, 114.312, 114.312, 93.589, 93.589, 93.589, 74.484, 74.484, 74.478, 73.328, 73.328, 73.328]"
11227,424386.cif,F1-:6.000 Na1+:1.500 Nd3+:1.500,Na1,6.0,1.0,3,1,0.027,"[162.027, 162.027, 162.027, 114.431, 114.431, 114.425, 94.767, 94.767, 94.767, 74.419, 74.419, 74.419, 72.368, 72.368, 72.368]"
11228,424387.cif,F1-:6.000 Na1+:1.500 Pr3+:1.500,Na1,6.0,1.0,3,1,0.006,"[169.052, 169.022, 169.022, 110.879, 110.879, 110.879, 98.517, 98.517, 98.511, 75.031, 75.031, 75.031, 74.109, 74.109, 74.109]"
11229,424388.cif,F1-:6.000 Na1+:1.500 Pr3+:1.500,Na1,6.0,1.0,3,1,0.003,"[171.189, 171.189, 171.189, 109.761, 109.761, 109.761, 99.788, 99.782, 99.782, 74.882, 74.882, 74.882, 74.627, 74.627, 74.627]"
11230,424389.cif,F1-:6.000 Na1+:1.500 Pr3+:1.500,Na1,6.0,1.0,3,1,0.003,"[177.312, 177.312, 177.312, 106.326, 106.326, 106.326, 103.309, 103.309, 103.303, 75.73, 75.73, 75.724, 74.556, 74.556, 74.556]"
11231,424390.cif,F1-:6.000 Na1+:1.500 Pr3+:1.500,Na1,6.0,1.0,3,1,0.008,"[174.384, 174.384, 174.384, 107.776, 107.776, 107.77, 101.367, 101.362, 101.362, 75.818, 75.818, 75.818, 74.669, 74.669, 74.669]"
11232,424391.cif,F1-:6.000 Na1+:1.500 Pr3+:1.500,Na1,6.0,1.0,3,1,0.018,"[165.466, 165.466, 165.466, 112.731, 112.731, 112.731, 96.581, 96.575, 96.575, 75.096, 75.096, 75.096, 73.01, 73.004, 73.004]"
11234,424499.cif,Cl1-:4.000 Cu2+:16.000 Na1+:4.000 O2-:36.000 P5+:8.000,Cu1,6.0,2.0,4,1,0.152,"[180.0, 180.0, 180.0, 103.162, 103.162, 100.819, 100.819, 90.693, 90.693, 89.307, 89.307, 79.181, 79.181, 76.838, 76.838]"
11235,424499.cif,Cl1-:4.000 Cu2+:16.000 Na1+:4.000 O2-:36.000 P5+:8.000,Cu2,6.0,2.0,4,1,0.175,"[180.0, 180.0, 180.0, 101.906, 101.906, 99.823, 99.823, 97.048, 97.048, 82.952, 82.952, 80.177, 80.177, 78.094, 78.094]"
11236,424499.cif,Cl1-:4.000 Cu2+:16.000 Na1+:4.000 O2-:36.000 P5+:8.000,Na1,6.0,1.0,3,1,0.046,"[158.765, 149.746, 147.844, 138.59, 120.179, 111.617, 100.784, 99.98, 85.227, 79.566, 77.056, 73.208, 72.95, 70.883, 70.348]"
11237,424557.cif,B3+:24.000 Br1-:4.000 Na1+:12.000 O2-:40.000,Na1,6.0,1.0,3,1,0.029,"[180.0, 180.0, 180.0, 124.056, 124.056, 93.44, 93.44, 90.59, 90.59, 89.41, 89.41, 86.56, 86.56, 55.944, 55.944]"
11242,424735.cif,Dy3+:8.000 Na1+:16.000 O2-:64.000 P5+:8.000 W6+:8.000,Na1,6.0,1.0,3,1,0.066,"[144.37, 143.94, 134.902, 127.2, 125.212, 125.135, 98.581, 90.831, 90.218, 80.607, 77.825, 71.325, 67.963, 64.106, 56.02]"
11243,424738.cif,Ho3+:8.000 Na1+:16.000 O2-:64.000 P5+:8.000 W6+:8.000,Na1,6.0,1.0,3,1,0.066,"[144.145, 143.901, 135.906, 127.207, 125.324, 125.149, 98.372, 90.35, 89.983, 80.044, 78.311, 71.331, 67.542, 64.323, 56.02]"
11244,424739.cif,Na1+:16.000 O2-:64.000 P5+:8.000 Tb3+:8.000 W6+:8.000,Na1,6.0,1.0,3,1,0.067,"[144.995, 144.518, 134.155, 126.942, 124.694, 124.423, 99.724, 91.031, 90.315, 80.631, 76.768, 71.192, 67.852, 64.164, 55.861]"
11245,424944.cif,F1-:12.000 Mn3+:4.000 Na1+:8.000 O2-:14.000 P5+:4.000,Mn1,6.0,3.0,4,7,0.101,"[180.0, 180.0, 180.0, 92.797, 92.797, 90.722, 90.722, 90.029, 90.029, 89.971, 89.971, 89.278, 89.278, 87.203, 87.203]"
11246,424944.cif,F1-:12.000 Mn3+:4.000 Na1+:8.000 O2-:14.000 P5+:4.000,Mn2,6.0,3.0,4,7,0.116,"[180.0, 180.0, 180.0, 93.75, 93.75, 91.496, 91.496, 91.484, 91.484, 88.516, 88.516, 88.504, 88.504, 86.25, 86.25]"
11247,424944.cif,F1-:12.000 Mn3+:4.000 Na1+:8.000 O2-:14.000 P5+:4.000,Na2,6.0,1.0,3,1,0.009,"[164.387, 160.493, 160.493, 112.899, 112.724, 112.718, 100.889, 100.889, 86.135, 86.13, 76.344, 76.344, 75.298, 66.172, 66.172]"
11248,424944.cif,F1-:12.000 Mn3+:4.000 Na1+:8.000 O2-:14.000 P5+:4.000,Na4,6.0,1.0,3,1,0.016,"[180.0, 180.0, 180.0, 104.732, 104.732, 104.099, 104.093, 102.468, 102.462, 77.532, 77.532, 75.907, 75.901, 75.268, 75.268]"
11249,424955.cif,F1-:8.000 Na1+:12.000 O2-:32.000 S6+:8.000 V3+:4.000,Na2,6.0,1.0,3,1,0.044,"[145.904, 135.594, 129.635, 129.635, 128.375, 128.375, 89.88, 89.88, 87.082, 87.082, 82.675, 82.675, 80.171, 80.171, 65.449]"
11250,424955.cif,F1-:8.000 Na1+:12.000 O2-:32.000 S6+:8.000 V3+:4.000,V1,6.0,3.0,4,5,0.051,"[174.685, 174.685, 170.064, 95.233, 95.233, 92.281, 92.281, 91.885, 91.885, 89.994, 89.994, 88.493, 87.427, 82.813, 82.813]"
11251,424956.cif,F1-:8.000 Mn3+:4.000 Na1+:12.000 O2-:32.000 S6+:8.000,Mn1,6.0,3.0,4,7,0.158,"[174.623, 174.623, 163.638, 98.621, 98.621, 93.136, 93.136, 92.562, 92.556, 92.075, 92.075, 88.017, 87.369, 76.001, 76.001]"
11252,424956.cif,F1-:8.000 Mn3+:4.000 Na1+:12.000 O2-:32.000 S6+:8.000,Na2,6.0,1.0,3,1,0.044,"[160.001, 149.463, 122.141, 122.141, 120.564, 120.557, 93.945, 93.945, 85.36, 85.36, 80.776, 80.776, 77.825, 77.825, 62.115]"
11253,424957.cif,F1-:8.000 Fe3+:4.000 Na1+:12.000 O2-:32.000 S6+:8.000,Fe1,6.0,3.0,4,8,0.015,"[174.685, 174.685, 170.823, 94.991, 94.991, 92.31, 92.31, 91.627, 91.627, 90.304, 90.304, 88.418, 87.444, 83.119, 83.119]"
11254,424957.cif,F1-:8.000 Fe3+:4.000 Na1+:12.000 O2-:32.000 S6+:8.000,Na2,6.0,1.0,3,1,0.041,"[147.779, 134.644, 130.323, 130.323, 127.337, 127.337, 89.908, 89.908, 87.948, 87.948, 81.842, 81.842, 79.741, 79.741, 66.316]"
11255,424958.cif,F1-:6.000 Fe3+:2.000 Na1+:4.000 O2-:8.000 S6+:2.000,Fe1,6.0,3.0,4,8,0.03,"[180.0, 180.0, 180.0, 92.315, 92.315, 91.868, 91.868, 91.547, 91.547, 88.453, 88.453, 88.132, 88.132, 87.685, 87.685]"
11256,424958.cif,F1-:6.000 Fe3+:2.000 Na1+:4.000 O2-:8.000 S6+:2.000,Na1,6.0,1.0,3,1,0.008,"[180.0, 180.0, 180.0, 97.354, 97.354, 91.645, 91.639, 90.046, 90.04, 89.96, 89.954, 88.361, 88.355, 82.646, 82.646]"
11257,424959.cif,F1-:4.000 Mn2+:2.000 Mn3+:1.000 Na1+:5.000 O2-:16.000 S6+:4.000,Mn2,6.0,2.0,4,7,0.024,"[173.88, 167.369, 164.928, 100.708, 98.876, 94.313, 93.486, 92.797, 91.69, 88.963, 87.404, 86.956, 84.376, 81.234, 80.631]"
11258,424959.cif,F1-:4.000 Mn2+:2.000 Mn3+:1.000 Na1+:5.000 O2-:16.000 S6+:4.000,Mn1,6.0,3.0,4,7,0.124,"[180.0, 180.0, 180.0, 95.192, 95.192, 95.026, 95.02, 91.708, 91.702, 88.298, 88.298, 84.974, 84.974, 84.808, 84.802]"
11259,424959.cif,F1-:4.000 Mn2+:2.000 Mn3+:1.000 Na1+:5.000 O2-:16.000 S6+:4.000,Na1,6.0,1.0,3,1,0.006,"[180.0, 180.0, 180.0, 108.935, 108.935, 100.859, 100.859, 96.984, 96.984, 83.016, 83.016, 79.141, 79.141, 71.065, 71.065]"
11260,424960.cif,F1-:8.000 Mn2+:0.999 Mn3+:2.001 Na1+:12.000 O2-:24.000 S6+:6.000,Mn1,6.0,2.0,4,7,0.067,"[180.0, 180.0, 180.0, 93.669, 93.669, 92.797, 92.791, 91.937, 91.937, 88.063, 88.063, 87.209, 87.203, 86.331, 86.331]"
11261,424960.cif,F1-:8.000 Mn2+:0.999 Mn3+:2.001 Na1+:12.000 O2-:24.000 S6+:6.000,Mn2,6.0,2.0,4,7,0.089,"[180.0, 180.0, 180.0, 95.993, 95.993, 92.464, 92.464, 91.077, 91.077, 88.923, 88.923, 87.536, 87.536, 84.007, 84.007]"
11262,424960.cif,F1-:8.000 Mn2+:0.999 Mn3+:2.001 Na1+:12.000 O2-:24.000 S6+:6.000,Mn3,6.0,2.0,4,7,0.044,"[180.0, 180.0, 180.0, 92.04, 92.04, 90.08, 90.08, 90.023, 90.023, 89.977, 89.977, 89.92, 89.92, 87.96, 87.96]"
11263,424960.cif,F1-:8.000 Mn2+:0.999 Mn3+:2.001 Na1+:12.000 O2-:24.000 S6+:6.000,Na3,6.0,1.0,3,1,0.032,"[170.751, 167.634, 166.606, 112.284, 100.964, 97.828, 95.785, 95.014, 93.446, 85.75, 85.515, 85.181, 81.118, 80.073, 66.809]"
11264,425094.cif,Ca2+:3.997 Fe3+:6.002 Na1+:10.001 O2-:48.000 P5+:12.000,Ca2,6.0,2.0,4,2,0.076,"[172.568, 162.804, 159.834, 108.59, 107.026, 98.418, 91.169, 90.859, 86.595, 85.072, 83.339, 82.212, 81.616, 81.501, 80.265]"
11265,425094.cif,Ca2+:3.997 Fe3+:6.002 Na1+:10.001 O2-:48.000 P5+:12.000,Fe1,6.0,3.0,4,8,0.068,"[172.568, 162.804, 159.834, 108.59, 107.026, 98.418, 91.169, 90.859, 86.595, 85.072, 83.339, 82.212, 81.616, 81.501, 80.265]"
11266,425094.cif,Ca2+:3.997 Fe3+:6.002 Na1+:10.001 O2-:48.000 P5+:12.000,Na2,6.0,1.0,3,1,0.037,"[180.0, 180.0, 180.0, 108.512, 108.506, 104.241, 104.241, 96.967, 96.967, 83.033, 83.033, 75.765, 75.759, 71.494, 71.488]"
11267,425149.cif,Ag2+:2.000 F1-:8.000 Na1+:4.000,Ag1,6.0,2.0,5,1,0.136,"[180.0, 180.0, 180.0, 102.821, 102.821, 94.14, 94.135, 92.665, 92.665, 87.341, 87.335, 85.865, 85.86, 77.179, 77.179]"
11268,425149.cif,Ag2+:2.000 F1-:8.000 Na1+:4.000,Na1,6.0,1.0,3,1,0.018,"[168.696, 159.619, 159.505, 116.577, 99.817, 99.137, 93.997, 90.304, 85.199, 84.405, 84.128, 83.667, 80.898, 78.989, 74.484]"
11269,425176.cif,B3+:8.000 Na1+:40.000 O2-:128.000 S6+:32.000,Na1,6.0,1.0,3,1,0.045,"[153.38, 148.682, 134.451, 132.586, 128.163, 104.081, 102.263, 82.889, 81.002, 79.927, 79.584, 78.732, 78.481, 74.36, 53.751]"
11270,425176.cif,B3+:8.000 Na1+:40.000 O2-:128.000 S6+:32.000,Na2,6.0,1.0,3,1,0.029,"[164.515, 149.44, 144.676, 132.532, 119.052, 101.537, 94.261, 92.063, 91.473, 86.141, 85.503, 81.425, 77.109, 75.292, 56.948]"
11271,425176.cif,B3+:8.000 Na1+:40.000 O2-:128.000 S6+:32.000,Na4,6.0,1.0,3,1,0.033,"[170.895, 167.11, 148.881, 112.737, 101.894, 101.338, 94.456, 92.292, 92.04, 91.031, 83.5, 76.962, 76.774, 74.942, 74.823]"
11272,425176.cif,B3+:8.000 Na1+:40.000 O2-:128.000 S6+:32.000,Na5,6.0,1.0,3,1,0.053,"[166.264, 156.291, 155.478, 101.882, 101.192, 98.853, 98.129, 96.171, 92.539, 92.315, 91.226, 84.485, 82.039, 67.932, 65.632]"
11273,425176.cif,B3+:8.000 Na1+:40.000 O2-:128.000 S6+:32.000,Na8,6.0,1.0,3,1,0.028,"[164.133, 147.256, 145.7, 136.937, 116.327, 98.928, 96.615, 92.505, 92.264, 91.461, 84.721, 80.404, 79.444, 72.374, 55.993]"
11274,425177.cif,B3+:4.000 Na1+:20.000 O2-:64.000 S6+:16.000,Na1,6.0,1.0,3,1,0.041,"[165.813, 156.163, 150.389, 114.28, 104.058, 103.056, 101.794, 99.561, 90.16, 87.151, 85.802, 83.662, 76.273, 74.49, 54.97]"
11275,425177.cif,B3+:4.000 Na1+:20.000 O2-:64.000 S6+:16.000,Na3,6.0,1.0,3,1,0.033,"[160.596, 156.941, 128.025, 121.608, 117.065, 109.512, 105.879, 96.609, 91.897, 85.452, 82.143, 78.165, 74.312, 71.645, 53.395]"
11276,425177.cif,B3+:4.000 Na1+:20.000 O2-:64.000 S6+:16.000,Na5,6.0,1.0,3,1,0.034,"[166.41, 161.085, 151.045, 121.85, 111.629, 106.165, 98.94, 90.034, 85.693, 83.61, 83.258, 80.613, 77.479, 75.83, 67.555]"
11277,425418.cif,H1+:52.000 In3+:12.000 Na1+:4.000 O2-:76.000 P3+:20.000,H9,6.0,1.0,1,1,0.017,"[162.785, 148.31, 136.702, 129.911, 129.561, 123.203, 95.457, 83.708, 82.126, 80.822, 76.078, 68.402, 67.895, 65.134, 60.521]"
11278,425418.cif,H1+:52.000 In3+:12.000 Na1+:4.000 O2-:76.000 P3+:20.000,H12,6.0,1.0,1,1,0.016,"[151.618, 141.462, 132.013, 128.141, 127.121, 124.16, 117.026, 114.551, 79.071, 70.464, 68.592, 66.64, 66.597, 65.914, 57.139]"
11279,425418.cif,H1+:52.000 In3+:12.000 Na1+:4.000 O2-:76.000 P3+:20.000,H13,6.0,1.0,1,1,0.015,"[157.369, 148.223, 136.411, 131.982, 126.242, 122.263, 102.686, 99.689, 86.956, 74.175, 72.668, 66.566, 66.491, 63.877, 58.224]"
11280,425418.cif,H1+:52.000 In3+:12.000 Na1+:4.000 O2-:76.000 P3+:20.000,In1,6.0,3.0,5,3,0.046,"[177.856, 177.312, 173.934, 93.618, 93.233, 92.401, 92.252, 92.023, 89.375, 89.29, 88.791, 88.705, 88.631, 87.295, 84.623]"
11281,425418.cif,H1+:52.000 In3+:12.000 Na1+:4.000 O2-:76.000 P3+:20.000,In2,6.0,3.0,5,3,0.048,"[180.0, 176.861, 172.307, 95.664, 94.261, 93.009, 92.206, 91.851, 91.845, 88.802, 88.527, 88.453, 87.484, 83.95, 83.852]"
11282,425418.cif,H1+:52.000 In3+:12.000 Na1+:4.000 O2-:76.000 P3+:20.000,In3,6.0,3.0,5,3,0.039,"[177.569, 176.659, 175.635, 93.308, 92.419, 91.186, 91.037, 90.212, 90.138, 89.989, 89.971, 89.433, 89.066, 87.421, 85.664]"
11283,425458.cif,Na1+:12.000 S2-:12.000 Sb3+:4.000,Na1,6.0,1.0,3,1,0.031,"[160.169, 160.169, 160.169, 105.367, 105.367, 105.367, 94.284, 94.284, 94.284, 86.933, 86.933, 86.933, 73.71, 73.71, 73.71]"
11284,425458.cif,Na1+:12.000 S2-:12.000 Sb3+:4.000,Na2,6.0,1.0,3,1,0.025,"[157.759, 157.759, 157.759, 105.998, 105.998, 105.998, 95.636, 95.636, 95.636, 84.117, 84.117, 84.117, 77.455, 77.455, 77.455]"
11285,425458.cif,Na1+:12.000 S2-:12.000 Sb3+:4.000,Na3,6.0,1.0,3,1,0.01,"[164.515, 164.515, 164.515, 107.386, 107.386, 107.386, 86.784, 86.784, 86.784, 84.491, 84.491, 84.491, 83.65, 83.65, 83.65]"
11286,425505.cif,Na1+:35.472 Nd3+:4.528 O2-:48.000 U6+:8.000,Na2,6.0,1.0,3,1,0.012,"[169.899, 169.899, 163.987, 97.522, 97.516, 95.049, 95.049, 93.486, 93.486, 92.998, 91.215, 91.209, 86.147, 73.058, 73.058]"
11287,425505.cif,Na1+:35.472 Nd3+:4.528 O2-:48.000 U6+:8.000,Na3,6.0,1.0,3,1,0.012,"[171.455, 168.522, 168.522, 98.43, 98.43, 96.477, 96.471, 94.893, 94.888, 91.776, 91.776, 91.186, 77.332, 75.475, 75.475]"
11288,425505.cif,Na1+:35.472 Nd3+:4.528 O2-:48.000 U6+:8.000,Na1,6.0,1.0,3,1,0.055,"[180.0, 178.597, 178.597, 101.607, 101.607, 90.756, 90.756, 90.756, 90.756, 89.244, 89.244, 89.244, 89.244, 78.416, 78.41]"
11289,425505.cif,Na1+:35.472 Nd3+:4.528 O2-:48.000 U6+:8.000,Nd1,6.0,3.0,6,0,0.142,"[180.0, 178.597, 178.597, 101.607, 101.607, 90.756, 90.756, 90.756, 90.756, 89.244, 89.244, 89.244, 89.244, 78.416, 78.41]"
11290,425505.cif,Na1+:35.472 Nd3+:4.528 O2-:48.000 U6+:8.000,Nd3,6.0,3.0,6,0,0.031,"[171.455, 168.522, 168.522, 98.43, 98.43, 96.477, 96.471, 94.893, 94.888, 91.776, 91.776, 91.186, 77.332, 75.475, 75.475]"
11291,425505.cif,Na1+:35.472 Nd3+:4.528 O2-:48.000 U6+:8.000,Nd2,6.0,3.0,6,0,0.032,"[169.899, 169.899, 163.987, 97.522, 97.522, 95.049, 95.049, 93.491, 93.486, 92.998, 91.215, 91.209, 86.147, 73.052, 73.052]"
11292,425628.cif,F1-:8.000 Fe3+:4.000 Na1+:4.000 O2-:24.000 P5+:8.000,Fe1,6.0,3.0,4,8,0.048,"[174.747, 174.685, 172.138, 94.169, 93.491, 92.298, 92.229, 91.828, 91.054, 90.688, 89.748, 89.353, 86.996, 84.077, 83.529]"
11293,425630.cif,F1-:6.000 Fe3+:4.000 Na1+:5.336 O2-:16.000 P5+:4.000,Fe1,6.0,3.0,4,8,0.041,"[180.0, 165.813, 165.813, 97.1, 97.1, 97.1, 97.1, 89.123, 89.123, 89.123, 89.123, 82.9, 82.9, 82.9, 82.9]"
11294,425696.cif,Cl7+:8.000 H1+:32.000 Na1+:8.000 O2-:48.000,Na1,6.0,1.0,3,1,0.012,"[174.562, 165.581, 161.916, 107.35, 95.624, 95.607, 93.038, 92.258, 90.728, 88.155, 87.048, 86.962, 83.281, 82.941, 74.871]"
11295,425697.cif,Cl7+:2.000 H1+:8.000 Na1+:2.000 O2-:12.000,Na1,6.0,1.0,3,1,0.008,"[178.015, 174.874, 171.378, 101.689, 95.302, 94.801, 92.832, 90.424, 90.04, 88.464, 88.304, 85.986, 85.871, 83.714, 82.056]"
11296,425698.cif,H1+:4.000 Na1+:4.000 Ni2+:6.000 O2-:20.000 P5+:4.000,Ni1,6.0,2.0,4,8,0.067,"[180.0, 180.0, 180.0, 95.284, 95.284, 91.169, 91.169, 91.169, 91.169, 88.831, 88.831, 88.831, 88.831, 84.716, 84.716]"
11297,425698.cif,H1+:4.000 Na1+:4.000 Ni2+:6.000 O2-:20.000 P5+:4.000,Ni2,6.0,2.0,4,8,0.044,"[177.078, 168.754, 168.754, 102.128, 93.118, 93.118, 91.06, 91.06, 89.163, 89.163, 89.106, 89.106, 87.077, 87.077, 79.665]"
11298,425980.cif,Al3+:8.000 Na1+:8.000 P4+:16.000 S2-:48.000,Al1,6.0,3.0,3,3,0.027,"[171.769, 171.769, 166.606, 98.563, 98.563, 97.984, 91.553, 90.235, 90.235, 88.739, 88.739, 85.733, 85.733, 81.917, 81.917]"
11299,425980.cif,Al3+:8.000 Na1+:8.000 P4+:16.000 S2-:48.000,Na1,6.0,1.0,3,1,0.008,"[172.265, 172.222, 172.222, 105.284, 99.253, 99.253, 96.01, 96.01, 90.739, 85.463, 85.463, 82.056, 82.056, 78.504, 78.504]"
11300,4260.cif,Ba2+:2.000 Na1+:2.000 O2-:8.000 P5+:2.000,Na1,6.0,1.0,3,1,0.0,"[180.0, 180.0, 180.0, 96.609, 96.609, 96.609, 96.609, 96.609, 96.609, 83.391, 83.391, 83.391, 83.391, 83.391, 83.391]"
11301,426076.cif,Fe3+:6.000 Mo6+:36.000 Na1+:54.000 O2-:144.000,Fe1,6.0,3.0,4,8,0.009,"[175.789, 175.789, 175.789, 94.094, 94.094, 94.089, 91.41, 91.41, 91.41, 89.983, 89.983, 89.983, 84.595, 84.595, 84.595]"
11302,426076.cif,Fe3+:6.000 Mo6+:36.000 Na1+:54.000 O2-:144.000,Na2,6.0,1.0,3,1,0.042,"[175.003, 166.025, 125.394, 115.341, 112.16, 109.487, 100.504, 96.973, 92.975, 84.508, 78.065, 76.832, 73.722, 72.35, 69.262]"
11303,426076.cif,Fe3+:6.000 Mo6+:36.000 Na1+:54.000 O2-:144.000,Na3,6.0,1.0,3,1,0.052,"[163.058, 158.404, 128.8, 113.847, 112.204, 105.266, 101.28, 98.905, 90.447, 89.387, 87.163, 74.169, 73.662, 69.751, 59.682]"
11304,426135.cif,Al3+:12.000 H1+:32.000 Na1+:4.000 O2-:56.000 P5+:8.000,Al1,6.0,3.0,3,3,0.053,"[176.113, 173.826, 172.748, 95.428, 95.037, 93.928, 92.252, 91.398, 90.35, 89.484, 88.82, 87.931, 86.704, 85.423, 82.744]"
11305,426135.cif,Al3+:12.000 H1+:32.000 Na1+:4.000 O2-:56.000 P5+:8.000,Al2,6.0,3.0,3,3,0.011,"[177.708, 174.938, 174.938, 92.677, 92.677, 91.794, 91.708, 91.708, 90.682, 90.682, 89.931, 89.931, 87.186, 85.613, 85.613]"
11306,426451.cif,K1+:4.000 Na1+:8.000 Ni2+:4.000 Ni3+:4.000 O2-:16.000,K1,6.0,1.0,4,1,0.034,"[157.161, 152.006, 128.785, 125.128, 123.203, 108.343, 105.73, 102.756, 102.234, 87.318, 77.215, 72.914, 59.695, 56.989, 55.145]"
11307,426579.cif,C4+:4.000 Cu2+:2.000 Na1+:4.000 O2-:12.000,Na1,6.0,1.0,3,1,0.033,"[155.395, 147.747, 141.014, 116.404, 108.476, 105.777, 100.346, 94.382, 88.831, 85.865, 85.63, 83.102, 81.987, 75.623, 52.186]"
11308,426706.cif,In3+:12.000 Na1+:4.000 S2-:20.000,In1,6.0,3.0,5,3,0.158,"[169.801, 169.801, 162.27, 102.457, 102.457, 94.571, 91.725, 91.719, 89.444, 89.444, 83.967, 83.967, 82.577, 82.577, 80.973]"
11309,426706.cif,In3+:12.000 Na1+:4.000 S2-:20.000,In2,6.0,3.0,5,3,0.035,"[176.376, 176.376, 176.199, 94.301, 94.301, 93.761, 92.958, 89.284, 89.284, 88.292, 88.292, 88.143, 88.143, 86.531, 86.531]"
11310,426706.cif,In3+:12.000 Na1+:4.000 S2-:20.000,In3,6.0,3.0,5,3,0.111,"[180.0, 180.0, 180.0, 91.679, 91.679, 91.679, 91.679, 90.905, 90.9, 89.1, 89.095, 88.321, 88.321, 88.321, 88.321]"
