,Angles
7902,"[111.082, 110.898, 110.64, 108.681, 107.879, 107.656]"
7903,"[112.501, 112.204, 109.39, 109.032, 107.206, 106.344]"
7904,"[120.611, 114.898, 112.569, 106.535, 103.215, 98.534]"
7905,"[131.506, 111.254, 110.548, 109.02, 100.545, 91.455]"
7921,"[115.855, 115.214, 113.36, 104.993, 103.946, 101.999]"
7922,"[116.545, 113.011, 109.524, 108.53, 105.308, 103.056]"
7923,"[116.212, 110.83, 110.506, 109.445, 106.984, 101.8]"
7924,"[117.833, 110.879, 110.188, 107.638, 107.014, 102.175]"
7925,"[110.879, 110.426, 110.426, 108.621, 108.621, 107.824]"
7926,"[119.039, 116.34, 116.321, 105.343, 101.443, 98.268]"
7931,"[112.284, 110.493, 109.475, 109.354, 108.083, 107.074]"
7932,"[118.875, 114.45, 113.154, 104.525, 101.906, 100.76]"
7936,"[136.719, 130.609, 112.843, 106.266, 93.56, 78.13]"
7941,"[114.211, 111.321, 110.769, 107.314, 107.068, 105.968]"
7942,"[115.531, 111.777, 111.002, 109.439, 109.305, 98.442]"
7945,"[113.835, 112.253, 110.849, 110.273, 105.956, 103.757]"
7946,"[114.029, 109.792, 109.178, 108.681, 107.644, 107.362]"
7947,"[113.035, 111.82, 110.512, 109.506, 108.518, 103.009]"
7949,"[124.743, 115.29, 110.218, 103.816, 99.439, 97.597]"
7950,"[125.093, 109.566, 109.408, 106.296, 105.444, 99.393]"
7951,"[131.414, 127.38, 114.437, 100.58, 84.105, 82.761]"
7953,"[134.083, 123.422, 115.018, 101.847, 101.508, 80.822]"
7954,"[126.963, 114.753, 109.597, 104.862, 102.404, 90.493]"
7956,"[129.866, 128.704, 103.963, 101.344, 89.903, 81.518]"
7958,"[180.0, 180.0, 91.02, 91.02, 88.98, 88.98]"
7959,"[124.743, 114.035, 107.572, 105.926, 103.338, 99.77]"
7961,"[111.076, 110.139, 110.139, 108.633, 108.633, 108.174]"
7962,"[122.493, 115.417, 114.633, 107.933, 99.933, 96.431]"
7972,"[122.895, 111.192, 111.192, 106.159, 106.159, 95.981]"
7973,"[143.197, 119.696, 100.108, 95.641, 95.578, 80.265]"
7974,"[131.109, 125.831, 115.17, 106.99, 89.983, 86.681]"
7975,"[134.7, 122.283, 114.387, 102.169, 91.375, 78.796]"
7977,"[113.929, 113.328, 112.631, 107.194, 105.718, 102.991]"
7978,"[163.679, 160.856, 93.727, 93.268, 89.885, 88.522]"
7979,"[161.86, 158.67, 95.233, 93.824, 93.021, 84.036]"
7992,"[113.11, 111.112, 110.879, 108.687, 107.296, 105.765]"
7993,"[114.299, 110.879, 109.859, 107.86, 107.158, 106.523]"
7994,"[113.766, 111.518, 110.005, 108.669, 107.794, 105.129]"
7995,"[112.068, 111.79, 111.518, 108.651, 107.026, 105.801]"
7999,"[121.004, 112.675, 111.802, 111.802, 98.923, 98.923]"
8000,"[121.004, 119.439, 118.895, 118.895, 81.077, 81.077]"
8001,"[117.51, 116.692, 116.385, 104.365, 99.131, 97.383]"
8006,"[114.142, 114.129, 112.718, 106.93, 104.821, 104.211]"
8007,"[140.184, 109.512, 108.5, 103.627, 92.637, 90.888]"
8010,"[126.192, 113.697, 113.428, 110.99, 99.474, 91.478]"
8011,"[111.26, 111.235, 110.445, 109.603, 108.705, 105.403]"
8014,"[111.34, 110.671, 110.237, 110.06, 108.832, 105.533]"
8024,"[118.08, 110.683, 109.865, 108.615, 105.611, 103.58]"
8025,"[113.36, 110.885, 110.738, 108.488, 107.614, 105.694]"
8026,"[127.229, 109.81, 109.244, 108.457, 101.034, 100.632]"
8027,"[127.438, 112.986, 109.95, 103.763, 103.544, 92.029]"
8030,"[122.752, 116.596, 110.2, 106.272, 100.731, 99.805]"
8031,"[124.534, 114.419, 112.495, 103.38, 102.715, 92.178]"
8032,"[111.297, 111.291, 111.278, 107.608, 107.59, 107.584]"
8033,"[116.366, 116.366, 116.366, 101.783, 101.783, 101.783]"
8034,"[111.438, 111.438, 111.42, 107.452, 107.44, 107.434]"
8035,"[116.647, 116.647, 116.647, 101.438, 101.438, 101.438]"
8036,"[114.507, 112.638, 110.542, 110.286, 108.881, 99.073]"
8037,"[119.235, 115.798, 114.974, 108.554, 100.05, 94.485]"
8038,"[132.571, 121.877, 118.301, 106.439, 82.634, 75.44]"
8043,"[116.308, 113.966, 110.463, 106.463, 104.969, 103.291]"
8049,"[118.535, 115.696, 115.69, 111.254, 98.245, 98.245]"
8053,"[112.662, 110.304, 109.445, 108.705, 108.669, 107.044]"
8054,"[113.278, 113.004, 108.844, 107.788, 107.212, 106.81]"
8055,"[117.458, 114.721, 110.42, 106.714, 105.891, 101.911]"
8056,"[124.243, 112.061, 111.143, 108.095, 102.791, 97.921]"
8073,"[117.001, 111.076, 110.09, 110.017, 107.566, 99.677]"
8074,"[116.956, 111.401, 110.371, 108.869, 106.637, 101.478]"
8075,"[116.558, 110.91, 110.812, 110.017, 109.737, 97.094]"
8076,"[117.406, 110.818, 110.054, 107.314, 106.924, 103.45]"
8077,"[112.762, 110.604, 110.561, 109.828, 108.258, 104.708]"
8078,"[114.419, 114.375, 110.971, 110.873, 103.456, 103.121]"
8100,"[125.627, 125.627, 125.627, 89.49, 89.49, 89.49]"
8101,"[110.72, 110.695, 110.695, 108.21, 108.21, 108.204]"
8102,"[125.429, 125.429, 116.411, 103.021, 103.021, 75.262]"
8103,"[123.918, 123.918, 112.638, 100.743, 94.037, 94.037]"
8104,"[116.507, 116.507, 116.507, 101.607, 101.607, 101.607]"
8105,"[134.315, 134.307, 134.307, 76.591, 76.591, 76.585]"
8107,"[111.993, 110.518, 110.5, 109.263, 108.905, 105.516]"
8113,"[125.718, 123.319, 108.602, 107.194, 106.177, 70.147]"
8114,"[137.426, 113.484, 106.714, 102.392, 97.371, 93.646]"
8116,"[149.666, 131.049, 108.439, 95.618, 94.56, 83.569]"
8120,"[125.845, 123.374, 108.198, 107.368, 105.831, 70.087]"
8121,"[137.046, 113.347, 106.996, 102.621, 97.857, 93.474]"
8123,"[149.497, 130.814, 108.947, 95.532, 94.278, 83.494]"
8127,"[125.746, 123.573, 108.059, 107.35, 105.962, 69.91]"
8128,"[136.836, 113.634, 107.026, 102.932, 97.493, 93.13]"
8130,"[148.915, 131.011, 109.281, 95.693, 94.301, 83.287]"
8134,"[126.214, 123.34, 107.782, 107.422, 105.73, 69.39]"
8135,"[136.962, 113.434, 107.128, 102.68, 97.799, 93.342]"
8137,"[148.948, 130.481, 109.336, 95.912, 94.112, 83.246]"
8141,"[125.937, 123.697, 107.38, 107.128, 106.798, 69.188]"
8142,"[136.394, 113.628, 107.572, 102.944, 97.724, 93.239]"
8144,"[149.249, 130.859, 109.063, 95.964, 93.652, 83.489]"
8148,"[125.881, 124.201, 107.206, 106.846, 106.26, 68.949]"
8149,"[135.701, 113.778, 108.349, 103.391, 97.643, 92.877]"
8151,"[149.026, 130.889, 109.512, 95.566, 93.756, 83.569]"
8155,"[126.044, 123.079, 107.74, 107.32, 106.882, 68.66]"
8156,"[134.789, 114.771, 109.172, 103.574, 97.088, 92.281]"
8158,"[148.649, 130.73, 109.002, 96.54, 93.273, 83.8]"
8162,"[125.444, 123.36, 109.348, 107.08, 106.954, 68.783]"
8163,"[133.741, 115.315, 110.341, 103.751, 96.684, 92.241]"
8165,"[148.244, 132.477, 108.433, 96.881, 93.348, 83.656]"
8166,"[111.518, 111.506, 109.7, 108.572, 108.379, 107.05]"
8167,"[112.731, 111.426, 108.76, 108.729, 108.645, 106.314]"
8168,"[113.96, 111.907, 109.323, 108.905, 107.164, 105.171]"
8169,"[115.163, 110.947, 110.09, 107.746, 106.332, 106.201]"
8170,"[111.975, 110.616, 110.371, 109.597, 108.645, 105.569]"
8171,"[112.105, 111.346, 108.736, 108.596, 108.24, 107.686]"
8172,"[111.531, 111.082, 109.421, 109.257, 109.172, 106.362]"
8173,"[110.953, 109.725, 109.536, 109.439, 108.717, 108.451]"
8174,"[111.888, 110.634, 109.828, 109.597, 107.915, 106.882]"
8175,"[112.297, 109.755, 109.56, 109.063, 108.729, 107.404]"
8176,"[116.443, 110.99, 110.127, 108.21, 105.522, 104.785]"
8177,"[112.836, 110.695, 110.671, 108.917, 107.548, 105.974]"
8178,"[114.469, 113.541, 111.272, 108.457, 105.278, 103.085]"
8179,"[114.652, 114.192, 110.555, 108.687, 105.135, 103.085]"
8180,"[114.626, 113.31, 108.633, 107.836, 106.392, 105.807]"
8181,"[112.88, 112.569, 110.99, 110.316, 107.026, 102.592]"
8182,"[112.018, 111.814, 110.873, 110.677, 108.264, 102.803]"
8183,"[117.232, 112.179, 111.266, 108.857, 104.478, 101.408]"
8184,"[114.412, 112.167, 111.568, 108.857, 104.868, 104.164]"
8185,"[112.235, 111.771, 109.712, 108.82, 108.023, 106.051]"
8186,"[114.111, 112.743, 111.518, 106.553, 105.676, 105.623]"
8187,"[114.708, 111.125, 110.812, 108.554, 106.051, 105.224]"
8188,"[116.142, 113.491, 110.934, 105.664, 105.325, 104.306]"
8189,"[117.717, 113.441, 108.409, 105.676, 105.45, 105.058]"
8190,"[113.772, 110.408, 109.816, 109.518, 109.263, 103.833]"
8191,"[114.299, 111.285, 109.786, 107.993, 107.122, 105.956]"
8192,"[114.993, 111.112, 110.011, 109.075, 106.547, 105.052]"
8193,"[115.62, 110.781, 110.316, 109.378, 106.051, 104.058]"
8194,"[110.806, 110.781, 110.744, 110.432, 107.362, 106.589]"
8195,"[116.238, 113.042, 109.877, 107.981, 106.96, 101.584]"
8196,"[180.0, 180.0, 96.898, 96.898, 83.102, 83.102]"
8197,"[116.583, 111.125, 108.59, 107.236, 107.212, 106.099]"
8198,"[112.656, 111.944, 110.048, 108.276, 107.404, 106.23]"
8215,"[122.385, 114.255, 107.77, 106.308, 104.608, 101.935]"
8218,"[138.79, 118.783, 117.071, 108.699, 95.02, 75.392]"
8219,"[117.652, 112.377, 111.759, 109.664, 107.002, 97.025]"
8220,"[138.538, 110.616, 110.616, 98.436, 89.089, 89.089]"
8221,"[117.646, 112.377, 111.759, 109.664, 107.002, 97.025]"
8222,"[110.127, 110.127, 109.579, 109.214, 109.214, 108.56]"
8223,"[113.31, 109.871, 109.105, 108.578, 108.373, 107.572]"
8224,"[130.256, 108.379, 108.373, 102.921, 101.59, 101.584]"
8225,"[130.256, 108.379, 108.373, 102.921, 101.59, 101.584]"
8226,"[113.303, 109.871, 109.105, 108.578, 108.373, 107.572]"
8227,"[110.506, 110.506, 109.402, 108.869, 108.869, 108.645]"
8228,"[124.472, 119.789, 113.897, 106.278, 104.288, 72.019]"
8229,"[128.616, 119.354, 118.64, 99.904, 90.619, 90.51]"
8230,"[126.534, 117.161, 109.038, 103.026, 101.151, 93.325]"
8231,"[130.859, 127.691, 114.683, 95.572, 86.795, 86.348]"
8233,"[126.677, 117.84, 110.965, 106.714, 97.025, 87.828]"
8234,"[119.538, 119.538, 119.538, 97.788, 97.788, 97.788]"
8235,"[111.082, 110.109, 110.029, 109.621, 109.153, 106.804]"
8236,"[110.959, 110.959, 110.959, 107.945, 107.945, 107.945]"
8239,"[114.557, 110.824, 109.542, 109.16, 106.535, 105.879]"
8240,"[112.408, 111.5, 110.334, 109.141, 108.077, 105.403]"
8241,"[115.703, 111.033, 109.749, 107.86, 106.619, 105.51]"
8244,"[112.006, 110.359, 109.938, 109.932, 108.548, 105.962]"
8246,"[115.455, 110.426, 108.494, 107.632, 107.368, 107.182]"
8251,"[134.035, 127.186, 117.348, 105.266, 91.1, 86.199]"
8252,"[126.62, 115.037, 111.648, 104.058, 100.026, 95.457]"
8255,"[133.456, 124.513, 120.951, 102.099, 92.723, 83.004]"
8268,"[116.104, 113.459, 108.947, 108.881, 104.88, 104.833]"
8271,"[113.023, 112.427, 109.524, 107.62, 107.062, 107.008]"
8273,"[113.497, 109.457, 109.269, 108.966, 108.941, 106.475]"
8275,"[114.023, 109.694, 108.717, 108.657, 108.011, 107.704]"
8279,"[124.981, 119.032, 108.439, 103.568, 100.819, 94.255]"
8282,"[122.711, 120.245, 112.762, 103.409, 96.8, 96.586]"
8283,"[121.729, 117.149, 117.149, 99.131, 99.131, 98.279]"
8285,"[111.827, 111.827, 109.421, 108.162, 108.162, 107.302]"
8286,"[111.205, 111.205, 110.408, 109.348, 107.26, 107.26]"
8287,"[111.765, 111.759, 108.996, 108.99, 108.953, 106.392]"
8288,"[112.905, 112.899, 109.926, 109.53, 105.861, 105.861]"
8305,"[115.843, 110.836, 110.836, 108.439, 108.439, 101.508]"
8306,"[131.285, 126.577, 115.227, 98.401, 88.762, 84.842]"
8314,"[133.606, 131.759, 99.306, 98.372, 93.073, 89.421]"
8319,"[138.938, 127.272, 103.179, 96.465, 91.008, 87.444]"
8324,"[139.508, 127.727, 104.241, 93.377, 88.963, 86.29]"
8329,"[133.527, 130.791, 100.37, 96.586, 94.066, 90.281]"
8332,"[113.366, 111.888, 108.584, 108.421, 108.379, 105.932]"
8337,"[120.219, 109.348, 108.186, 107.933, 106.696, 103.609]"
8338,"[135.824, 121.305, 110.996, 101.724, 94.824, 93.865]"
8339,"[118.646, 117.892, 113.391, 112.899, 96.361, 94.198]"
8340,"[129.361, 117.046, 113.597, 103.963, 96.84, 95.095]"
8341,"[123.566, 118.301, 109.877, 107.41, 99.352, 94.709]"
8342,"[128.645, 121.352, 119.841, 104.957, 89.805, 89.146]"
8343,"[133.511, 113.666, 109.786, 103.627, 102.263, 90.138]"
8344,"[126.798, 120.119, 107.74, 107.494, 93.618, 91.662]"
8345,"[119.144, 117.323, 116.295, 112.656, 98.656, 88.911]"
8346,"[113.509, 112.961, 112.961, 106.332, 106.332, 103.993]"
8349,"[115.938, 113.079, 112.445, 109.98, 105.183, 99.776]"
8354,"[129.792, 109.682, 104.235, 104.235, 104.046, 104.046]"
8355,"[122.752, 111.518, 105.867, 105.867, 105.409, 105.409]"
8356,"[122.752, 111.518, 105.867, 105.867, 105.409, 105.409]"
8357,"[129.792, 109.682, 104.235, 104.235, 104.046, 104.046]"
8360,"[127.807, 127.807, 127.807, 86.354, 86.354, 86.354]"
8361,"[110.005, 110.005, 109.999, 108.947, 108.923, 108.923]"
8362,"[117.497, 115.379, 114.993, 107.566, 103.845, 93.796]"
8363,"[118.973, 116.68, 110.567, 108.657, 105.112, 93.239]"
8364,"[118.529, 116.417, 111.605, 107.074, 104.543, 95.204]"
8365,"[119.841, 119.091, 113.434, 113.341, 94.359, 90.458]"
8366,"[118.223, 117.911, 115.633, 106.81, 96.194, 95.889]"
8367,"[116.712, 116.353, 111.205, 106.834, 106.35, 96.846]"
8368,"[115.075, 113.641, 113.011, 112.092, 111.783, 89.1]"
8369,"[114.545, 114.545, 112.563, 112.563, 108.355, 93.819]"
8370,"[130.368, 112.911, 112.911, 109.694, 95.4, 95.4]"
8371,"[114.626, 114.626, 112.396, 109.609, 109.609, 94.393]"
8372,"[113.879, 113.042, 108.5, 108.403, 107.476, 105.023]"
8381,"[119.406, 116.956, 114.406, 110.793, 105.563, 85.871]"
8382,"[122.242, 120.252, 118.685, 117.387, 92.247, 88.825]"
8386,"[119.052, 113.254, 107.56, 107.134, 106.918, 103.115]"
8395,"[114.999, 114.677, 111.993, 110.977, 104.07, 98.963]"
8400,"[110.408, 110.383, 110.383, 108.536, 108.536, 108.53]"
8401,"[110.408, 110.383, 110.383, 108.536, 108.536, 108.53]"
8403,"[115.798, 113.71, 113.434, 112.309, 107.842, 91.931]"
8404,"[115.919, 113.179, 112.191, 109.415, 108.113, 97.568]"
8406,"[124.229, 118.783, 113.935, 105.42, 103.774, 82.432]"
8407,"[136.778, 112.526, 110.048, 103.922, 103.603, 88.069]"
8420,"[127.575, 111.42, 109.834, 108.972, 100.597, 93.526]"
8421,"[122.541, 114.444, 112.824, 107.032, 98.824, 96.119]"
8422,"[132.075, 113.241, 113.004, 103.739, 93.664, 93.004]"
8426,"[124.611, 115.69, 113.797, 111.938, 107.866, 80.491]"
8429,"[135.651, 126.114, 124.284, 86.336, 85.952, 81.222]"
8432,"[111.143, 111.137, 110.971, 109.859, 106.888, 106.882]"
8434,"[142.608, 142.599, 95.9, 95.9, 95.9, 95.9]"
8438,"[110.984, 110.977, 110.892, 110.188, 106.924, 106.924]"
8440,"[142.816, 142.816, 95.837, 95.831, 95.831, 95.831]"
8444,"[111.155, 110.879, 110.873, 110.09, 106.948, 106.942]"
8446,"[143.35, 143.341, 95.676, 95.676, 95.676, 95.676]"
8458,"[114.828, 110.726, 110.5, 108.748, 107.32, 104.708]"
8459,"[111.395, 111.069, 109.506, 109.378, 107.812, 107.668]"
8460,"[111.315, 111.315, 110.548, 108.578, 107.915, 107.152]"
8474,"[112.074, 112.068, 109.779, 109.646, 106.678, 106.672]"
8477,"[112.793, 112.787, 109.828, 108.126, 106.702, 106.702]"
8480,"[112.012, 112.006, 109.834, 109.53, 106.762, 106.762]"
8481,"[180.0, 180.0, 97.487, 97.487, 82.513, 82.513]"
8482,"[117.161, 110.732, 108.162, 107.788, 106.702, 106.26]"
8483,"[113.166, 112.315, 110.145, 108.306, 106.858, 105.682]"
8492,"[180.0, 180.0, 97.747, 97.747, 82.253, 82.253]"
8493,"[116.975, 110.732, 108.252, 107.764, 106.69, 106.403]"
8494,"[112.743, 112.197, 110.273, 108.385, 107.296, 105.617]"
8500,"[180.0, 180.0, 97.302, 97.302, 82.698, 82.698]"
8501,"[117.181, 110.904, 108.138, 107.59, 106.792, 106.224]"
8502,"[112.7, 112.495, 110.231, 108.325, 107.08, 105.67]"
8508,"[180.0, 180.0, 97.348, 97.348, 82.652, 82.652]"
8509,"[116.93, 111.106, 108.27, 107.326, 106.93, 106.284]"
8510,"[112.65, 112.222, 109.901, 108.439, 107.356, 105.974]"
8516,"[180.0, 180.0, 96.927, 96.927, 83.073, 83.073]"
8517,"[116.757, 111.106, 108.415, 107.236, 107.086, 106.254]"
8518,"[112.47, 112.346, 109.853, 108.596, 107.326, 105.968]"
8524,"[117.62, 117.62, 105.932, 105.932, 105.183, 105.183]"
8525,"[134.363, 107.44, 107.44, 102.128, 102.128, 97.816]"
8528,"[134.371, 107.434, 107.434, 102.128, 102.128, 97.816]"
8529,"[117.62, 117.62, 105.932, 105.932, 105.183, 105.183]"
8530,"[171.89, 163.719, 94.681, 90.556, 89.96, 86.692]"
8535,"[112.6, 112.235, 111.26, 108.826, 107.632, 104.276]"
8536,"[111.771, 110.432, 109.293, 109.293, 108.017, 108.017]"
8537,"[180.0, 180.0, 91.788, 91.788, 88.212, 88.212]"
8538,"[134.58, 115.201, 107.566, 105.533, 92.247, 88.441]"
8545,"[112.706, 111.235, 109.39, 108.778, 108.463, 106.177]"
8546,"[112.482, 111.919, 111.494, 109.244, 106.529, 104.91]"
8547,"[110.048, 110.023, 110.011, 108.911, 108.911, 108.905]"
8548,"[152.949, 116.487, 106.702, 101.906, 95.756, 81.657]"
8555,"[109.767, 109.761, 109.755, 109.202, 109.184, 109.153]"
8556,"[112.874, 111.137, 110.279, 108.723, 108.089, 105.409]"
8557,"[110.83, 110.806, 110.793, 108.101, 108.095, 108.089]"
8558,"[156.234, 114.955, 108.421, 102.797, 91.524, 80.811]"
8565,"[109.987, 109.974, 109.974, 108.978, 108.966, 108.935]"
8566,"[113.966, 110.481, 109.688, 108.875, 107.518, 105.974]"
8567,"[113.141, 109.798, 108.808, 108.736, 108.361, 107.975]"
8568,"[112.718, 111.685, 109.494, 109.427, 107.224, 106.075]"
8569,"[110.879, 110.029, 109.421, 109.384, 109.02, 108.071]"
8581,"[113.904, 112.068, 109.044, 108.53, 107.668, 105.67]"
8582,"[122.296, 114.167, 112.247, 109.524, 102.521, 91.885]"
8583,"[117.4, 114.312, 114.249, 105.444, 105.076, 99.997]"
8584,"[120.471, 114.142, 112.973, 107.212, 102.968, 98.268]"
8601,"[113.979, 112.074, 109.761, 109.129, 105.777, 105.611]"
8602,"[113.491, 110.182, 108.893, 108.651, 108.168, 107.32]"
8603,"[115.83, 113.222, 110.188, 108.675, 107.26, 100.574]"
8611,"[155.811, 89.616, 84.531, 82.334, 79.811, 79.257]"
8613,"[111.907, 111.907, 111.901, 106.912, 106.912, 106.912]"
8614,"[109.859, 109.859, 109.859, 109.081, 109.081, 109.081]"
8620,"[111.765, 111.039, 110.8, 110.775, 108.325, 103.91]"
8625,"[146.637, 112.061, 107.41, 105.355, 82.744, 74.294]"
8635,"[118.346, 114.375, 99.544, 98.552, 61.868, 59.815]"
8638,"[135.61, 115.163, 112.29, 109.214, 93.836, 70.725]"
8643,"[137.105, 128.998, 108.427, 105.498, 101.917, 71.18]"
8645,"[135.129, 115.544, 113.716, 104.27, 96.69, 85.567]"
8646,"[137.97, 111.987, 103.857, 102.48, 100.824, 91.885]"
8647,"[130.301, 112.843, 108.615, 105.837, 99.689, 96.194]"
8648,"[141.316, 112.123, 110.714, 100.632, 97.464, 86.411]"
8649,"[138.886, 111.457, 104.62, 100.58, 99.898, 96.31]"
8650,"[127.604, 112.824, 110.922, 107.308, 98.575, 98.193]"
8651,"[142.902, 111.858, 109.366, 101.73, 95.486, 81.697]"
8652,"[133.67, 116.149, 113.835, 104.211, 97.707, 85.457]"
8653,"[137.223, 114.111, 103.946, 101.753, 101.058, 89.146]"
8654,"[131.437, 116.264, 107.434, 101.97, 100.994, 94.784]"
8655,"[115.011, 112.098, 110.029, 109.5, 105.486, 103.922]"
8657,"[112.167, 110.646, 109.603, 109.257, 108.126, 106.93]"
8658,"[111.617, 111.426, 111.248, 107.722, 107.65, 106.924]"
8669,"[124.569, 118.49, 117.477, 102.597, 98.894, 92.487]"
8670,"[131.606, 119.696, 105.914, 100.778, 99.805, 93.784]"
8671,"[121.319, 120.451, 117.833, 106.177, 101.625, 87.036]"
8672,"[115.239, 115.233, 115.233, 102.803, 102.803, 102.803]"
8673,"[111.358, 111.358, 111.358, 107.512, 107.512, 107.512]"
8679,"[115.76, 113.741, 113.741, 105.587, 105.587, 100.434]"
8680,"[113.835, 113.547, 113.547, 105.646, 105.646, 103.344]"
8683,"[121.52, 121.52, 121.252, 121.252, 99.602, 72.422]"
8686,"[112.849, 110.953, 109.786, 109.232, 107.518, 106.23]"
8687,"[112.575, 110.579, 109.512, 109.184, 107.812, 106.984]"
8688,"[111.242, 110.879, 110.616, 108.742, 107.866, 107.356]"
8689,"[111.42, 110.689, 110.542, 108.905, 108.234, 107.026]"
8690,"[110.812, 109.98, 109.883, 109.652, 108.415, 108.065]"
8691,"[110.83, 110.237, 109.956, 109.548, 108.966, 107.23]"
8692,"[111.845, 111.549, 110.5, 109.652, 109.081, 103.987]"
8693,"[110.996, 110.206, 109.798, 109.087, 108.524, 108.21]"
8694,"[114.199, 113.835, 109.865, 107.987, 105.486, 104.649]"
8695,"[114.205, 111.352, 110.677, 107.518, 107.278, 105.284]"
8696,"[110.873, 110.286, 110.267, 109.081, 108.325, 107.939]"
8697,"[113.235, 109.779, 109.658, 109.554, 109.135, 105.403]"
8698,"[115.315, 109.828, 109.743, 107.542, 107.35, 106.69]"
8699,"[113.559, 111.494, 111.198, 109.53, 105.968, 104.673]"
8700,"[111.414, 110.83, 110.396, 109.816, 109.591, 104.691]"
8701,"[110.806, 110.787, 110.389, 108.772, 108.385, 107.674]"
8702,"[117.303, 117.29, 117.277, 99.579, 99.573, 99.573]"
8703,"[131.767, 114.261, 111.58, 97.944, 95.779, 91.719]"
8704,"[112.006, 111.993, 111.981, 106.816, 106.816, 106.81]"
8709,"[130.053, 130.053, 120.007, 120.007, 87.042, 75.901]"
8710,"[173.025, 138.755, 103.091, 92.321, 82.992, 80.793]"
8711,"[165.743, 102.926, 101.531, 97.545, 90.682, 86.973]"
8712,"[116.353, 113.297, 112.501, 111.882, 110.738, 90.728]"
8713,"[116.353, 113.297, 112.501, 111.882, 110.738, 90.728]"
8714,"[178.597, 172.885, 97.273, 92.602, 88.252, 81.964]"
8715,"[180.0, 180.0, 93.365, 93.365, 86.635, 86.635]"
8716,"[175.415, 173.265, 98.002, 92.602, 88.321, 81.269]"
8717,"[180.0, 180.0, 94.02, 94.02, 85.98, 85.98]"
8718,"[110.011, 109.926, 109.56, 109.56, 109.287, 108.482]"
8725,"[124.423, 109.639, 107.818, 106.224, 103.58, 103.309]"
8728,"[122.005, 114.955, 108.778, 105.052, 102.68, 102.568]"
8733,"[114.816, 114.809, 114.809, 114.809, 99.248, 99.242]"
8737,"[115.018, 115.018, 115.018, 115.018, 98.876, 98.876]"
8740,"[111.839, 111.839, 110.677, 110.677, 109.263, 102.433]"
8741,"[123.237, 110.928, 110.928, 110.591, 110.591, 83.575]"
8742,"[125.072, 115.176, 111.568, 110.634, 100.935, 86.996]"
8743,"[111.691, 111.691, 110.42, 110.42, 109.123, 103.438]"
8744,"[123.209, 111.137, 111.137, 110.451, 110.451, 83.437]"
8745,"[126.67, 114.771, 111.389, 110.389, 99.852, 86.554]"
8746,"[112.992, 111.518, 111.512, 109.633, 109.633, 100.929]"
8747,"[131.3, 108.857, 108.851, 108.56, 108.56, 77.854]"
8748,"[125.352, 120.351, 108.228, 107.374, 95.906, 90.607]"
8749,"[114.86, 112.911, 112.222, 109.105, 105.658, 101.56]"
8750,"[117.529, 111.629, 108.216, 107.638, 107.044, 104.809]"
8755,"[123.189, 120.497, 117.497, 99.242, 97.984, 92.367]"
8757,"[113.272, 113.023, 112.936, 109.804, 104.543, 102.838]"
8758,"[116.455, 112.105, 108.337, 107.698, 107.38, 104.975]"
8760,"[122.554, 121.305, 118.901, 99.445, 97.036, 90.945]"
8763,"[124.402, 121.339, 118.145, 97.689, 97.14, 91.278]"
8765,"[114.753, 112.687, 112.352, 110.751, 103.156, 102.627]"
8766,"[114.929, 113.397, 109.822, 108.041, 107.548, 103.191]"
