,Cif,Name,Site,CN,OS,Period,Group,Angles
665,35164.cif,Fe3+:6.000 Li1+:4.000 O2-:16.000 Sb5+:2.000,Fe2,4.0,3,4,8,"[110.341, 110.341, 110.341, 108.59, 108.59, 108.59]"
667,35164.cif,Fe3+:6.000 Li1+:4.000 O2-:16.000 Sb5+:2.000,Fe1,4.0,3,4,8,"[113.035, 113.035, 113.029, 105.7, 105.682, 105.682]"
670,35164.cif,Fe3+:6.000 Li1+:4.000 O2-:16.000 Sb5+:2.000,Li1,4.0,1,2,1,"[113.035, 113.035, 113.029, 105.7, 105.682, 105.682]"
671,35164.cif,Fe3+:6.000 Li1+:4.000 O2-:16.000 Sb5+:2.000,Li2,4.0,1,2,1,"[110.341, 110.341, 110.341, 108.59, 108.59, 108.59]"
672,35164.cif,Fe3+:6.000 Li1+:4.000 O2-:16.000 Sb5+:2.000,O1,4.0,-2,2,6,"[118.98, 118.98, 118.98, 118.98, 118.98, 118.98, 118.98, 118.98, 118.98, 118.98, 118.98, 118.98, 118.98, 118.98, 118.98, 118.98, 118.98, 118.98, 98.511, 98.511, 98.511, 98.511, 98.511, 98.511, 98.511, 98.511, 98.511, 98.511, 98.511, 98.511, 98.511, 98.511, 98.511, 98.511, 98.511, 98.511, 98.505, 98.505, 98.505, 98.505, 98.505, 98.505, 98.505, 98.505, 98.505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
673,35164.cif,Fe3+:6.000 Li1+:4.000 O2-:16.000 Sb5+:2.000,O2,4.0,-2,2,6,"[117.342, 117.342, 117.342, 117.342, 117.342, 117.342, 117.329, 117.329, 117.329, 117.329, 117.329, 117.329, 117.329, 117.329, 117.329, 117.329, 117.329, 117.329, 100.591, 100.591, 100.591, 100.591, 100.591, 100.591, 100.591, 100.591, 100.591, 100.591, 100.591, 100.591, 100.591, 100.591, 100.591, 100.591, 100.591, 100.591, 100.574, 100.574, 100.574, 100.574, 100.574, 100.574, 100.574, 100.574, 100.574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
674,35164.cif,Fe3+:6.000 Li1+:4.000 O2-:16.000 Sb5+:2.000,O3,4.0,-2,2,6,"[123.271, 123.271, 123.271, 123.271, 123.271, 123.271, 123.271, 123.271, 123.271, 123.271, 123.271, 123.271, 116.059, 116.059, 116.059, 116.059, 100.259, 100.259, 100.259, 100.259, 100.259, 100.259, 100.259, 100.259, 100.259, 100.259, 100.259, 100.259, 87.851, 87.851, 87.851, 87.851, 87.851, 87.851, 87.851, 87.851, 87.851, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
675,35164.cif,Fe3+:6.000 Li1+:4.000 O2-:16.000 Sb5+:2.000,O4,4.0,-2,2,6,"[132.485, 132.485, 132.485, 132.485, 132.485, 132.485, 132.485, 132.485, 132.485, 132.485, 132.485, 132.485, 127.952, 127.952, 127.952, 127.952, 88.934, 88.934, 88.934, 88.934, 88.934, 88.934, 88.934, 88.934, 88.934, 76.485, 76.485, 76.485, 76.485, 76.485, 76.485, 76.485, 76.485, 76.485, 76.485, 76.485, 76.485, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
678,35165.cif,Cr3+:7.999 Fe3+:4.001 Li1+:7.999 O2-:32.000 Sb5+:4.001,Cr1,4.0,3,4,6,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
680,35165.cif,Cr3+:7.999 Fe3+:4.001 Li1+:7.999 O2-:32.000 Sb5+:4.001,Fe1,4.0,3,4,8,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
682,35165.cif,Cr3+:7.999 Fe3+:4.001 Li1+:7.999 O2-:32.000 Sb5+:4.001,Li1,4.0,1,2,1,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
684,35165.cif,Cr3+:7.999 Fe3+:4.001 Li1+:7.999 O2-:32.000 Sb5+:4.001,O1,4.0,-2,2,6,"[122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 122.242, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.192, 94.186, 94.186, 94.186, 94.186, 94.186, 94.186, 94.186, 94.186, 94.186, 94.186, 94.186, 94.186, 94.186, 94.186, 94.186, 94.186, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
685,35166.cif,Fe3+:12.000 Li1+:7.999 O2-:32.000 Sb5+:4.001,Fe1,4.0,3,4,8,"[109.475, 109.475, 109.475, 109.475, 109.469, 109.469]"
687,35166.cif,Fe3+:12.000 Li1+:7.999 O2-:32.000 Sb5+:4.001,Li1,4.0,1,2,1,"[109.475, 109.475, 109.475, 109.475, 109.469, 109.469]"
689,35166.cif,Fe3+:12.000 Li1+:7.999 O2-:32.000 Sb5+:4.001,O1,4.0,-2,2,6,"[122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 122.929, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 93.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
690,35166.cif,Fe3+:12.000 Li1+:7.999 O2-:32.000 Sb5+:4.001,Sb1,4.0,5,5,5,"[109.475, 109.475, 109.475, 109.475, 109.469, 109.469]"
692,35168.cif,Li1+:6.860 O2-:8.000 P5+:0.500 Si4+:1.500,Li2,4.0,1,2,1,"[119.466, 119.466, 116.968, 104.14, 104.14, 81.917]"
695,35168.cif,Li1+:6.860 O2-:8.000 P5+:0.500 Si4+:1.500,Li4,4.0,1,2,1,"[121.339, 119.749, 112.148, 109.92, 103.839, 83.004]"
696,35168.cif,Li1+:6.860 O2-:8.000 P5+:0.500 Si4+:1.500,Li3,4.0,1,2,1,"[122.1, 114.4, 111.346, 111.346, 98.059, 98.059]"
697,35168.cif,Li1+:6.860 O2-:8.000 P5+:0.500 Si4+:1.500,Li1,4.0,1,2,1,"[117.342, 114.173, 112.948, 109.719, 101.443, 100.131]"
701,35168.cif,Li1+:6.860 O2-:8.000 P5+:0.500 Si4+:1.500,P1,4.0,5,3,5,"[110.414, 109.92, 109.141, 109.141, 109.105, 109.105]"
702,35168.cif,Li1+:6.860 O2-:8.000 P5+:0.500 Si4+:1.500,Si1,4.0,4,3,4,"[110.414, 109.92, 109.141, 109.141, 109.105, 109.105]"
704,35169.cif,Li1+:8.000 O2-:8.000 Si4+:2.000,Li3,4.0,1,2,1,"[119.591, 116.475, 110.53, 110.53, 99.584, 99.584]"
705,35169.cif,Li1+:8.000 O2-:8.000 Si4+:2.000,Li4,4.0,1,2,1,"[121.178, 120.358, 110.922, 108.627, 104.454, 85.383]"
707,35169.cif,Li1+:8.000 O2-:8.000 Si4+:2.000,Li2,4.0,1,2,1,"[119.065, 119.065, 116.276, 104.91, 104.91, 83.863]"
708,35169.cif,Li1+:8.000 O2-:8.000 Si4+:2.000,Li1,4.0,1,2,1,"[116.015, 114.45, 112.973, 108.391, 102.733, 101.882]"
712,35169.cif,Li1+:8.000 O2-:8.000 Si4+:2.000,Si1,4.0,4,3,4,"[110.396, 109.816, 109.251, 109.251, 109.063, 109.063]"
714,35250.cif,K1+:4.000 Li1+:28.000 O2-:28.000 Pb4+:6.000,Li1,4.0,1,2,1,"[115.703, 109.761, 109.761, 109.761, 109.761, 101.11]"
715,35250.cif,K1+:4.000 Li1+:28.000 O2-:28.000 Pb4+:6.000,Li2,4.0,1,2,1,"[122.391, 122.391, 103.686, 103.121, 100.259, 100.259]"
716,35250.cif,K1+:4.000 Li1+:28.000 O2-:28.000 Pb4+:6.000,Li3,4.0,1,2,1,"[139.916, 108.126, 106.057, 101.952, 101.42, 95.054]"
723,35290.cif,Ga3+:4.000 K1+:8.000 Li1+:12.000 O2-:16.000,Ga1,4.0,3,4,3,"[114.419, 114.086, 111.229, 106.278, 104.945, 104.874]"
726,35290.cif,Ga3+:4.000 K1+:8.000 Li1+:12.000 O2-:16.000,Li1,4.0,1,2,1,"[127.25, 125.789, 115.97, 99.544, 96.108, 92.654]"
727,35290.cif,Ga3+:4.000 K1+:8.000 Li1+:12.000 O2-:16.000,Li2,4.0,1,2,1,"[123.952, 122.759, 120.046, 102.216, 99.753, 87.386]"
728,35290.cif,Ga3+:4.000 K1+:8.000 Li1+:12.000 O2-:16.000,Li3,4.0,1,2,1,"[127.799, 121.776, 108.76, 105.474, 102.709, 92.172]"
733,35405.cif,Li1+:28.000 O2-:28.000 Pb4+:6.000 Rb1+:4.000,Li1,4.0,1,2,1,"[117.361, 109.293, 109.293, 109.293, 109.293, 101.064]"
734,35405.cif,Li1+:28.000 O2-:28.000 Pb4+:6.000 Rb1+:4.000,Li2,4.0,1,2,1,"[121.81, 121.81, 104.253, 103.297, 100.661, 100.661]"
735,35405.cif,Li1+:28.000 O2-:28.000 Pb4+:6.000 Rb1+:4.000,Li3,4.0,1,2,1,"[141.99, 108.433, 103.291, 101.514, 100.953, 94.445]"
744,36038.cif,K1+:2.000 Li1+:2.000 O2-:8.000 S6+:2.000,Li1,4.0,1,2,1,"[113.822, 113.803, 113.797, 104.685, 104.679, 104.679]"
747,36038.cif,K1+:2.000 Li1+:2.000 O2-:8.000 S6+:2.000,S1,4.0,6,3,6,"[109.846, 109.834, 109.822, 109.111, 109.105, 109.105]"
750,36216.cif,Cl1-:8.000 Li1+:4.000 Rb1+:4.000,Li1,4.0,1,2,1,"[117.704, 109.323, 109.323, 109.323, 109.323, 100.445]"
753,36470.cif,K1+:2.000 Li1+:2.000 O2-:8.000 S6+:2.000,Li1,4.0,1,2,1,"[114.778, 114.765, 114.753, 103.444, 103.444, 103.444]"
756,36470.cif,K1+:2.000 Li1+:2.000 O2-:8.000 S6+:2.000,S1,4.0,6,3,6,"[109.786, 109.779, 109.779, 109.172, 109.16, 109.141]"
758,36471.cif,K1+:2.000 Li1+:2.000 O2-:8.000 S6+:2.000,Li1,4.0,1,2,1,"[113.484, 113.466, 113.459, 105.1, 105.094, 105.094]"
761,36471.cif,K1+:2.000 Li1+:2.000 O2-:8.000 S6+:2.000,S1,4.0,6,3,6,"[109.773, 109.773, 109.767, 109.19, 109.172, 109.153]"
763,36472.cif,K1+:2.000 Li1+:2.000 O2-:8.000 S6+:2.000,Li1,4.0,1,2,1,"[114.835, 114.809, 114.809, 103.38, 103.374, 103.374]"
766,36472.cif,K1+:2.000 Li1+:2.000 O2-:8.000 S6+:2.000,S1,4.0,6,3,6,"[110.555, 110.548, 110.548, 108.385, 108.373, 108.355]"
772,36531.cif,B3+:4.000 Cs1+:6.000 Li1+:4.000 Na1+:2.000 O2-:12.000,Li1,4.0,1,2,1,"[139.008, 131.644, 126.662, 119.802, 75.143, 74.336]"
773,36531.cif,B3+:4.000 Cs1+:6.000 Li1+:4.000 Na1+:2.000 O2-:12.000,Li2,4.0,1,2,1,"[138.616, 134.846, 126.62, 118.171, 75.38, 73.62]"
783,36532.cif,Cs1+:4.000 Ge4+:2.000 Li1+:4.000 O2-:8.000,Ge1,4.0,4,4,4,"[114.287, 113.085, 111.87, 110.328, 104.407, 102.462]"
784,36532.cif,Cs1+:4.000 Ge4+:2.000 Li1+:4.000 O2-:8.000,Li1,4.0,1,2,1,"[128.748, 124.277, 118.62, 101.28, 99.48, 85.773]"
785,36532.cif,Cs1+:4.000 Ge4+:2.000 Li1+:4.000 O2-:8.000,Li2,4.0,1,2,1,"[128.185, 122.561, 121.044, 101.771, 95.181, 81.813]"
789,36532.cif,Cs1+:4.000 Ge4+:2.000 Li1+:4.000 O2-:8.000,O4,4.0,-2,2,6,"[142.665, 126.577, 114.023, 101.356, 90.796, 83.056]"
790,36644.cif,As5+:4.000 Li1+:4.000 O2-:16.000 Rb1+:8.000,As1,4.0,5,4,5,"[111.963, 111.963, 109.518, 109.518, 109.056, 104.726]"
791,36644.cif,As5+:4.000 Li1+:4.000 O2-:16.000 Rb1+:8.000,Li1,4.0,1,2,1,"[120.531, 120.531, 110.867, 110.867, 108.609, 81.86]"
797,36645.cif,As5+:4.000 Cs1+:8.000 Li1+:4.000 O2-:16.000,As1,4.0,5,4,5,"[111.063, 110.818, 110.818, 109.518, 109.518, 104.922]"
800,36645.cif,As5+:4.000 Cs1+:8.000 Li1+:4.000 O2-:16.000,Li1,4.0,1,2,1,"[117.342, 117.342, 112.899, 112.731, 112.731, 79.426]"
804,37071.cif,Ga3+:4.000 Li1+:12.000 Na1+:8.000 O2-:16.000,Ga1,4.0,3,4,3,"[116.84, 111.623, 109.445, 109.445, 104.661, 104.661]"
805,37071.cif,Ga3+:4.000 Li1+:12.000 Na1+:8.000 O2-:16.000,Li1,4.0,1,2,1,"[120.438, 119.848, 116.321, 104.862, 102.885, 92.31]"
806,37071.cif,Ga3+:4.000 Li1+:12.000 Na1+:8.000 O2-:16.000,Li2,4.0,1,2,1,"[129.732, 111.045, 111.045, 101.484, 101.484, 94.324]"
813,37084.cif,K1+:2.000 Li1+:6.000 O2-:8.000 Pb4+:2.000,Li1,4.0,1,2,1,"[118.138, 118.041, 116.615, 112.111, 94.462, 92.855]"
814,37084.cif,K1+:2.000 Li1+:6.000 O2-:8.000 Pb4+:2.000,Li2,4.0,1,2,1,"[126.97, 118.516, 107.758, 106.601, 101.929, 96.459]"
815,37084.cif,K1+:2.000 Li1+:6.000 O2-:8.000 Pb4+:2.000,Li3,4.0,1,2,1,"[125.472, 117.232, 111.02, 103.656, 100.999, 97.747]"
821,37163.cif,Be2+:18.000 F1-:72.000 Li1+:36.000,Be1,4.0,2,2,2,"[111.334, 110.659, 109.926, 109.457, 107.842, 107.518]"
826,37163.cif,Be2+:18.000 F1-:72.000 Li1+:36.000,Li1,4.0,1,2,1,"[116.257, 110.591, 109.999, 108.923, 106.487, 104.596]"
827,37327.cif,Li1+:2.000 Mn2+:1.000 O2-:2.000,Li1,4.0,1,2,1,"[112.21, 112.21, 112.204, 106.619, 106.595, 106.595]"
831,38036.cif,H1+:2.000 Li1+:6.000 O2-:8.000 Te4+:2.000,Li1,4.0,1,2,1,"[121.527, 116.2, 113.154, 113.154, 94.962, 94.962]"
832,38036.cif,H1+:2.000 Li1+:6.000 O2-:8.000 Te4+:2.000,Li2,4.0,1,2,1,"[121.736, 114.784, 113.459, 112.961, 95.164, 93.807]"
833,38036.cif,H1+:2.000 Li1+:6.000 O2-:8.000 Te4+:2.000,O1,4.0,-2,2,6,"[119.446, 119.439, 118.757, 117.033, 85.308, 85.308]"
834,38036.cif,H1+:2.000 Li1+:6.000 O2-:8.000 Te4+:2.000,O2,4.0,-2,2,6,"[124.625, 119.874, 119.17, 110.64, 86.199, 84.474]"
835,38036.cif,H1+:2.000 Li1+:6.000 O2-:8.000 Te4+:2.000,O3,4.0,-2,2,6,"[129.881, 109.719, 109.719, 101.724, 101.128, 101.128]"
839,38250.cif,K1+:8.000 Li1+:8.000 O2-:48.000 P5+:16.000,Li1,4.0,1,2,1,"[117.607, 113.434, 112.321, 107.014, 102.615, 102.046]"
840,38250.cif,K1+:8.000 Li1+:8.000 O2-:48.000 P5+:16.000,Li2,4.0,1,2,1,"[119.163, 115.094, 109.263, 107.464, 106.081, 98.743]"
853,38250.cif,K1+:8.000 Li1+:8.000 O2-:48.000 P5+:16.000,P1,4.0,5,3,5,"[120.166, 110.72, 110.414, 107.764, 107.65, 97.759]"
854,38250.cif,K1+:8.000 Li1+:8.000 O2-:48.000 P5+:16.000,P2,4.0,5,3,5,"[120.997, 111.445, 109.481, 108.887, 105.147, 98.523]"
855,38250.cif,K1+:8.000 Li1+:8.000 O2-:48.000 P5+:16.000,P3,4.0,5,3,5,"[119.235, 110.176, 109.251, 108.071, 106.649, 102.105]"
856,38250.cif,K1+:8.000 Li1+:8.000 O2-:48.000 P5+:16.000,P4,4.0,5,3,5,"[119.881, 110.8, 109.865, 109.348, 105.224, 99.66]"
857,38324.cif,Ge4+:4.000 K1+:4.000 Li1+:12.000 O2-:16.000,Ge1,4.0,4,4,4,"[115.36, 113.023, 111.469, 110.996, 102.832, 102.633]"
858,38324.cif,Ge4+:4.000 K1+:4.000 Li1+:12.000 O2-:16.000,Ge2,4.0,4,4,4,"[113.603, 113.104, 112.569, 109.251, 104.064, 103.309]"
861,38324.cif,Ge4+:4.000 K1+:4.000 Li1+:12.000 O2-:16.000,Li1,4.0,1,2,1,"[118.281, 117.033, 115.163, 107.368, 97.429, 96.275]"
862,38324.cif,Ge4+:4.000 K1+:4.000 Li1+:12.000 O2-:16.000,Li2,4.0,1,2,1,"[120.0, 119.874, 116.75, 109.487, 97.481, 80.921]"
863,38324.cif,Ge4+:4.000 K1+:4.000 Li1+:12.000 O2-:16.000,Li3,4.0,1,2,1,"[121.587, 120.764, 113.822, 108.729, 99.224, 82.305]"
864,38324.cif,Ge4+:4.000 K1+:4.000 Li1+:12.000 O2-:16.000,Li4,4.0,1,2,1,"[116.647, 115.468, 114.249, 110.953, 98.83, 97.678]"
865,38324.cif,Ge4+:4.000 K1+:4.000 Li1+:12.000 O2-:16.000,Li5,4.0,1,2,1,"[122.12, 116.603, 116.507, 109.5, 100.224, 81.807]"
866,38324.cif,Ge4+:4.000 K1+:4.000 Li1+:12.000 O2-:16.000,Li6,4.0,1,2,1,"[121.554, 118.796, 116.289, 111.082, 95.636, 81.651]"
875,38350.cif,Li1+:16.000 O2-:16.000 Pb4+:4.000,Li1,4.0,1,2,1,"[129.324, 112.737, 112.737, 99.718, 98.87, 98.87]"
876,38350.cif,Li1+:16.000 O2-:16.000 Pb4+:4.000,Li2,4.0,1,2,1,"[116.795, 116.789, 114.62, 104.395, 104.389, 99.311]"
879,38350.cif,Li1+:16.000 O2-:16.000 Pb4+:4.000,Pb1,4.0,4,6,4,"[125.514, 116.494, 103.94, 103.94, 103.94, 103.94]"
880,39206.cif,Li1+:8.000 O2-:32.000 P5+:8.000 Pb2+:8.000,Li1,4.0,1,2,1,"[121.742, 117.381, 109.451, 106.314, 100.55, 99.068]"
881,39206.cif,Li1+:8.000 O2-:32.000 P5+:8.000 Pb2+:8.000,Li2,4.0,1,2,1,"[125.81, 111.229, 108.893, 107.891, 103.627, 99.242]"
882,39206.cif,Li1+:8.000 O2-:32.000 P5+:8.000 Pb2+:8.000,O1,4.0,-2,2,6,"[128.903, 127.02, 101.631, 100.708, 95.808, 88.682]"
887,39206.cif,Li1+:8.000 O2-:32.000 P5+:8.000 Pb2+:8.000,O6,4.0,-2,2,6,"[121.473, 118.359, 109.81, 107.794, 106.864, 87.759]"
890,39206.cif,Li1+:8.000 O2-:32.000 P5+:8.000 Pb2+:8.000,P1,4.0,5,3,5,"[112.098, 110.996, 109.214, 108.869, 108.288, 107.278]"
891,39206.cif,Li1+:8.000 O2-:32.000 P5+:8.000 Pb2+:8.000,P2,4.0,5,3,5,"[111.537, 111.131, 110.579, 108.584, 107.524, 107.416]"
894,39403.cif,Cr6+:2.000 Li1+:2.000 O2-:8.000 Rb1+:2.000,Cr1,4.0,6,4,6,"[110.561, 110.542, 110.53, 108.379, 108.373, 108.373]"
895,39403.cif,Cr6+:2.000 Li1+:2.000 O2-:8.000 Rb1+:2.000,Li1,4.0,1,2,1,"[113.235, 113.216, 113.21, 105.397, 105.397, 105.397]"
900,39563.cif,F1-:16.000 Li1+:4.000 Y3+:4.000,Li1,4.0,1,2,1,"[125.212, 125.205, 102.228, 102.222, 102.222, 102.216]"
902,39628.cif,Li1+:8.000 Na1+:40.000 O2-:64.000 P5+:16.000,Li1,4.0,1,2,1,"[119.63, 111.174, 110.322, 107.722, 104.294, 103.721]"
909,39628.cif,Li1+:8.000 Na1+:40.000 O2-:64.000 P5+:16.000,O1,4.0,-2,2,6,"[122.141, 121.985, 117.833, 114.702, 80.66, 80.607]"
912,39628.cif,Li1+:8.000 Na1+:40.000 O2-:64.000 P5+:16.000,O4,4.0,-2,2,6,"[133.543, 133.472, 116.423, 95.97, 89.777, 72.067]"
917,39648.cif,Li1+:4.000 O2-:20.000 Si4+:4.000 Ta5+:4.000,Li1,4.0,1,2,1,"[136.162, 134.387, 118.908, 110.109, 84.128, 75.771]"
923,39648.cif,Li1+:4.000 O2-:20.000 Si4+:4.000 Ta5+:4.000,Si1,4.0,4,3,4,"[113.566, 112.6, 110.487, 110.389, 108.18, 101.531]"
926,39674.cif,K1+:0.979 Li1+:0.021 O2-:3.000 Ta5+:1.000,Li1,4.0,1,2,1,"[159.587, 159.587, 88.206, 88.201, 88.201, 88.201]"
930,39675.cif,K1+:0.924 Li1+:0.027 O2-:3.000 Ta5+:1.000,Li1,4.0,1,2,1,"[159.587, 159.587, 88.201, 88.201, 88.201, 88.201]"
933,39763.cif,Li1+:8.000 Na1+:40.000 O2-:64.000 P5+:16.000,Li1,4.0,1,2,1,"[119.888, 115.252, 109.548, 106.266, 105.373, 99.904]"
934,39763.cif,Li1+:8.000 Na1+:40.000 O2-:64.000 P5+:16.000,Li2,4.0,1,2,1,"[119.275, 112.52, 110.31, 108.451, 104.815, 101.35]"
946,39763.cif,Li1+:8.000 Na1+:40.000 O2-:64.000 P5+:16.000,O2,4.0,-2,2,6,"[136.038, 131.636, 114.073, 94.491, 91.066, 72.031]"
947,39763.cif,Li1+:8.000 Na1+:40.000 O2-:64.000 P5+:16.000,O3,4.0,-2,2,6,"[146.793, 114.117, 112.117, 97.597, 87.392, 73.196]"
949,39763.cif,Li1+:8.000 Na1+:40.000 O2-:64.000 P5+:16.000,O5,4.0,-2,2,6,"[123.718, 120.298, 117.976, 114.885, 81.518, 79.345]"
952,39763.cif,Li1+:8.000 Na1+:40.000 O2-:64.000 P5+:16.000,O8,4.0,-2,2,6,"[127.966, 123.766, 120.657, 109.408, 89.221, 72.98]"
955,39763.cif,Li1+:8.000 Na1+:40.000 O2-:64.000 P5+:16.000,O11,4.0,-2,2,6,"[136.245, 134.717, 115.113, 91.415, 86.095, 80.689]"
958,39814.cif,Li1+:16.000 O2-:28.000 P5+:8.000,Li1,4.0,1,2,1,"[122.147, 116.155, 112.973, 108.651, 103.038, 94.577]"
959,39814.cif,Li1+:16.000 O2-:28.000 P5+:8.000,Li2,4.0,1,2,1,"[116.321, 113.766, 113.366, 112.123, 102.897, 96.033]"
960,39814.cif,Li1+:16.000 O2-:28.000 P5+:8.000,Li3,4.0,1,2,1,"[123.141, 117.549, 114.437, 105.789, 95.883, 95.302]"
961,39814.cif,Li1+:16.000 O2-:28.000 P5+:8.000,Li4,4.0,1,2,1,"[132.656, 119.861, 115.366, 113.666, 95.837, 70.129]"
962,39814.cif,Li1+:16.000 O2-:28.000 P5+:8.000,O1,4.0,-2,2,6,"[123.683, 122.609, 119.94, 110.267, 84.652, 84.117]"
963,39814.cif,Li1+:16.000 O2-:28.000 P5+:8.000,O2,4.0,-2,2,6,"[128.01, 120.02, 112.706, 106.099, 100.236, 85.112]"
968,39814.cif,Li1+:16.000 O2-:28.000 P5+:8.000,O7,4.0,-2,2,6,"[130.278, 124.667, 103.733, 101.917, 96.632, 80.961]"
969,39814.cif,Li1+:16.000 O2-:28.000 P5+:8.000,P1,4.0,5,3,5,"[114.809, 113.241, 112.7, 108.349, 107.74, 98.737]"
970,39814.cif,Li1+:16.000 O2-:28.000 P5+:8.000,P2,4.0,5,3,5,"[114.463, 113.509, 112.389, 107.194, 105.789, 102.374]"
972,39906.cif,K1+:0.966 Li1+:0.034 O2-:3.000 Ta5+:1.000,Li1,4.0,1,2,1,"[149.362, 149.362, 85.998, 85.998, 85.998, 85.992]"
976,39907.cif,K1+:0.914 Li1+:0.086 O2-:3.000 Ta5+:1.000,Li1,4.0,1,2,1,"[149.362, 149.362, 85.998, 85.998, 85.998, 85.998]"
980,39908.cif,K1+:0.920 Li1+:0.080 O2-:3.000 Ta5+:1.000,Li1,4.0,1,2,1,"[149.35, 149.35, 85.998, 85.998, 85.998, 85.998]"
984,40156.cif,Cu1+:8.000 Li1+:8.000 O2-:8.000,Li1,4.0,1,2,1,"[152.227, 109.002, 98.013, 98.013, 98.013, 98.013]"
986,40218.cif,Li1+:4.000 O2-:16.000 Rb1+:8.000 V5+:4.000,Li1,4.0,1,2,1,"[117.704, 117.704, 112.762, 112.762, 110.383, 82.808]"
992,40218.cif,Li1+:4.000 O2-:16.000 Rb1+:8.000 V5+:4.000,V1,4.0,5,4,5,"[112.749, 112.749, 109.834, 109.834, 108.029, 103.574]"
995,40219.cif,Cs1+:8.000 Li1+:4.000 O2-:16.000 V5+:4.000,Li1,4.0,1,2,1,"[116.994, 113.385, 113.385, 113.067, 113.067, 82.016]"
998,40219.cif,Cs1+:8.000 Li1+:4.000 O2-:16.000 V5+:4.000,O3,4.0,-2,2,6,"[151.021, 146.284, 97.158, 96.206, 92.143, 90.934]"
999,40219.cif,Cs1+:8.000 Li1+:4.000 O2-:16.000 V5+:4.000,V1,4.0,5,4,5,"[112.012, 110.787, 110.787, 109.871, 109.871, 103.162]"
1000,40269.cif,Li1+:4.000 Ni2+:4.000 O2-:32.000 Rb1+:20.000 Si4+:8.000,Li1,4.0,1,2,1,"[130.92, 130.92, 119.36, 119.006, 81.802, 81.802]"
1001,40269.cif,Li1+:4.000 Ni2+:4.000 O2-:32.000 Rb1+:20.000 Si4+:8.000,Ni1,4.0,2,4,8,"[180.0, 180.0, 99.3, 99.3, 80.7, 80.7]"
1002,40269.cif,Li1+:4.000 Ni2+:4.000 O2-:32.000 Rb1+:20.000 Si4+:8.000,O1,4.0,-2,2,6,"[136.394, 136.369, 117.271, 99.724, 84.238, 84.134]"
1009,40269.cif,Li1+:4.000 Ni2+:4.000 O2-:32.000 Rb1+:20.000 Si4+:8.000,Si1,4.0,4,3,4,"[114.62, 113.753, 113.148, 111.876, 106.864, 96.604]"
1016,40458.cif,Li1+:1.000 Na1+:1.000 O2-:2.000 Zn2+:1.000,Li2,4.0,1,2,1,"[112.855, 112.849, 112.836, 105.843, 105.837, 105.837]"
1017,40458.cif,Li1+:1.000 Na1+:1.000 O2-:2.000 Zn2+:1.000,Li1,4.0,1,2,1,"[113.991, 113.991, 113.979, 104.46, 104.454, 104.454]"
1021,40458.cif,Li1+:1.000 Na1+:1.000 O2-:2.000 Zn2+:1.000,Zn1,4.0,2,4,2,"[113.991, 113.991, 113.979, 104.46, 104.454, 104.454]"
1022,40458.cif,Li1+:1.000 Na1+:1.000 O2-:2.000 Zn2+:1.000,Zn2,4.0,2,4,2,"[112.855, 112.849, 112.836, 105.843, 105.837, 105.837]"
